0,34
0,25
0,37
0,14
0,9
0,35
0,10
0,31
0,4
0,6
0,11
0,12
0,15
0,16
0,18
0,22
0,23
0,27
0,28
0,29
0,33
0,36
1,29
1,19
1,15
1,13
1,34
1,36
1,31
1,11
1,37
1,23
1,38
1,22
1,33
1,12
1,4
1,6
1,25
1,26
1,28
2,16
2,15
2,29
2,6
2,35
2,18
2,4
2,8
2,11
2,24
2,5
2,9
2,10
2,12
2,14
2,26
2,27
2,28
2,31
2,32
2,34
3,28
3,35
3,5
3,15
3,11
3,27
3,25
3,37
3,23
3,4
3,7
3,12
3,13
3,14
3,16
3,18
3,22
3,29
3,31
3,34
3,36
4,12
4,16
4,26
4,25
4,11
4,5
4,6
4,21
4,22
4,7
4,8
4,17
4,37
5,6
5,23
5,33
5,39
5,8
5,9
5,13
5,18
5,19
5,20
5,27
5,30
5,31
5,35
5,38
6,14
6,9
6,26
6,19
6,29
6,31
6,30
6,37
6,20
6,21
6,13
6,32
6,22
6,23
6,24
6,36
6,38
6,39
7,31
7,10
7,39
7,26
7,20
7,37
7,23
7,36
7,17
7,14
7,8
7,9
7,13
7,19
7,30
7,38
8,15
8,14
8,23
8,35
8,22
8,21
8,28
8,13
8,37
8,33
8,27
8,29
8,12
8,25
8,30
8,31
8,36
9,28
9,18
9,12
9,15
9,32
9,35
9,11
9,14
9,25
9,26
9,29
9,34
9,36
9,38
10,15
10,13
10,12
10,23
10,25
10,38
10,35
10,11
10,14
10,18
10,21
10,22
10,27
10,29
10,33
10,34
10,36
11,23
11,24
11,35
11,19
11,36
11,21
11,13
11,14
11,27
11,30
11,31
11,33
11,38
11,39
12,27
12,32
12,17
12,30
12,13
12,19
12,20
12,23
12,24
12,26
12,38
12,39
13,25
13,23
13,28
13,33
13,32
13,26
13,24
13,14
13,15
13,16
13,34
14,29
14,17
14,39
14,38
14,36
14,19
14,31
14,32
14,28
14,20
14,21
14,24
14,27
14,37
15,26
15,20
15,21
15,19
15,17
15,27
15,24
15,30
15,32
15,37
15,38
15,39
16,19
16,27
16,34
16,36
16,21
16,26
16,32
16,24
16,31
16,17
16,22
16,23
16,29
16,37
16,38
16,39
17,25
17,29
17,23
17,33
17,32
17,35
17,22
17,34
17,36
17,18
17,20
17,24
17,28
17,31
18,37
18,33
18,19
18,31
18,39
18,22
18,27
18,21
18,23
18,24
18,26
18,29
18,32
18,38
19,25
19,35
19,21
19,29
19,34
19,22
19,24
19,28
19,30
19,37
20,26
20,24
20,27
20,28
20,22
20,35
20,21
20,23
20,25
20,29
20,32
20,34
20,36
21,28
21,29
21,37
21,34
21,31
21,22
21,23
21,25
21,33
21,35
21,36
22,30
22,24
22,34
22,38
22,27
22,32
22,39
23,38
23,30
23,37
24,25
24,31
24,33
24,37
24,29
24,38
25,30
25,26
25,27
25,38
25,39
26,36
26,30
26,37
26,27
26,28
26,33
26,35
27,32
27,37
27,29
27,31
27,28
27,36
28,30
28,39
28,38
28,36
29,38
29,30
29,32
29,37
29,39
30,38
30,31
30,34
30,36
31,39
31,35
31,32
31,34
32,35
32,33
32,36
33,36
33,37
33,39
33,34
34,38
34,37
34,39
35,37
35,38
35,39
36,38
36,39
